32768
0
32768
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-1.17524e-05	2.20993e-05	7.27643e-07
1.1065e-05	-2.13322e-05	7.51349e-07
2.4159e-05	-8.21133e-06	-6.04591e-07
5.92649e-06	2.30324e-05	6.63868e-07
-1.81806e-05	1.02979e-05	-4.62608e-07
-2.19484e-05	3.22702e-06	3.69427e-07
-1.35008e-05	2.0339e-05	-8.57682e-07
-8.47404e-06	2.03084e-05	8.9071e-07
2.30852e-05	1.7608e-06	1.29264e-06
-6.4716e-06	2.57879e-05	3.16209e-07
2.36041e-05	5.93071e-06	6.52913e-07
-1.10354e-05	-2.31712e-05	-5.09812e-07
-2.22624e-05	-6.29194e-06	-9.3144e-07
-2.00844e-05	-1.61171e-06	-3.3125e-07
5.93816e-06	2.62967e-05	-2.34987e-08
1.36529e-05	-1.8356e-05	4.55661e-07
-1.87913e-05	9.28626e-06	4.34023e-07
-9.92275e-06	-1.97858e-05	3.62104e-07
2.66102e-05	7.29285e-08	-6.88259e-07
2.93187e-06	-2.25498e-05	6.2596e-08
-1.92677e-05	9.56917e-06	-1.41367e-07
-2.42657e-05	-8.98021e-07	6.23838e-07
-1.12433e-05	2.34977e-05	4.05721e-07
-8.22701e-06	2.25509e-05	-3.43367e-07
2.208e-05	1.0745e-06	2.65573e-07
2.32908e-06	-2.15454e-05	8.88709e-08
2.10925e-05	6.03991e-06	-6.72349e-07
-1.39179e-05	1.61727e-05	3.96802e-07
7.10066e-06	2.08584e-05	-8.89681e-07
-7.27558e-06	2.00511e-05	-2.76085e-07
-1.84003e-05	-2.00108e-05	-4.48035e-07
4.48654e-06	2.21198e-05	4.49818e-07
-2.54971e-05	-3.36246e-06	-1.28046e-07
1.17132e-05	2.30897e-05	-1.61931e-07
2.08067e-05	-1.577e-06	5.30821e-07
1.25517e-05	2.17795e-05	-1.47925e-07
9.21891e-06	2.05237e-05	-2.26197e-07
1.90435e-05	1.53135e-05	-9.2785e-08
2.29637e-05	-1.29267e-05	6.0012e-07
1.46214e-05	1.55661e-05	3.56645e-07
7.53277e-06	-1.97766e-05	-2.34703e-07
1.66362e-05	1.66326e-05	-5.81899e-07
1.62289e-06	-2.10359e-05	-7.47543e-07
2.56867e-06	2.40959e-05	-8.0986e-07
-7.79529e-06	2.12372e-05	-5.28832e-08
-2.41746e-05	7.52558e-06	-8.2637e-07
2.25655e-05	-1.74391e-06	-4.2662e-07
-2.37223e-05	5.60239e-07	-3.58015e-07
-2.5134e-05	-2.54936e-06	6.70264e-07
-3.17686e-06	-2.6858e-05	6.67933e-08
-1.1922e-05	-1.93079e-05	1.27913e-07
-5.6037e-06	-2.32009e-05	1.31959e-08
-2.23105e-05	-2.7947e-06	4.49458e-07
-4.11764e-06	-2.399e-05	-4.94503e-07
-7.90332e-06	-2.23893e-05	3.11297e-08
1.01681e-05	2.55342e-05	5.93396e-07
-6.01136e-06	-2.11944e-05	-5.06233e-07
2.22519e-05	7.38553e-06	-1.72716e-07
-4.34721e-06	2.48741e-05	-4.36535e-07
2.68148e-05	-9.66183e-06	3.22958e-07
-1.52296e-06	2.23051e-05	5.51464e-07
2.49554e-05	-7.19133e-06	-8.6517e-07
1.72274e-05	-1.95227e-05	-3.45508e-07
-2.20596e-05	6.65366e-06	9.00548e-07
6.66528e-06	-2.39276e-05	-8.62608e-07
1.96056e-05	-8.4372e-06	2.88039e-07
2.15429e-05	-3.47292e-06	9.01451e-07
2.04903e-05	1.10421e-05	6.21106e-07
-2.09925e-05	1.61794e-05	-4.62379e-08
-3.3142e-06	2.50853e-05	-4.7611e-07
-2.22265e-05	-1.0137e-06	2.00452e-07
2.42641e-05	2.37083e-06	-4.20329e-07
2.21481e-05	-3.52649e-06	5.39994e-07
1.17524e-06	2.24121e-05	-6.9855e-07
